customer_id,customer_name,age,gender,city,state,region,customer_segment,registration_date
C01272,Gupta Global Pvt Ltd,,Company,Ahmedabad,Gujarat,West India,Corporate,2021-01-01
C01273,Sharma Consulting Pvt Ltd,,Company,Hyderabad,Telangana,South India,Corporate,2023-08-29
C01274,Aarti Das,48.0,M,Visakhapatnam,Andhra Pradesh,South India,Retail,2022-04-27
C01275,Sharma Systems Pvt Ltd,,Company,Mumbai,Maharashtra,West India,Corporate,2024-07-26
C01276,Riya Yadav,65.0,M,Ahmedabad,Gujarat,West India,Retail,2023-09-03
C01277,Neha Menon,35.0,F,Noida,Uttar Pradesh,North India,Retail,2023-03-02
C01278,Anjali Singh,25.0,F,Visakhapatnam,Andhra Pradesh,South India,Retail,2021-01-23
C01279,Deepak Das,40.0,M,Guwahati,Assam,East India,Retail,2023-08-17
C01280,Priya Verma,63.0,F,Amritsar,Punjab,North India,Retail,2023-11-17
C01281,Anjali Nair,63.0,M,Thiruvananthapuram,Kerala,South India,Retail,2022-07-25
C01282,Raj Joshi,48.0,M,Panaji,Goa,West India,Retail,2024-03-25
C01283,Rahul Verma,43.0,M,Jodhpur,Rajasthan,West India,Retail,2021-04-03
C01284,Pooja Kumar,48.0,F,Margao,Goa,West India,Retail,2022-04-20
C01285,Patel Tech Pvt Ltd,,Company,Kanpur,Uttar Pradesh,North India,Corporate,2023-05-11
C01286,Ravi Kumar,41.0,M,New Delhi,Delhi,North India,Retail,2021-12-23
C01287,Deepak Yadav,30.0,F,Thiruvananthapuram,Kerala,South India,Retail,2023-10-03
C01288,Rahul Kumar,30.0,M,Margao,Goa,West India,Retail,2024-04-07
C01289,Sneha Joshi,44.0,M,Mumbai,Maharashtra,West India,Retail,2022-11-29
C01290,Deepak Bose,40.0,M,Margao,Goa,West India,Retail,2021-05-18
C01291,Neha Chopra,51.0,F,Kolkata,West Bengal,East India,Retail,2021-07-26
C01292,Kavita Patel,36.0,F,Jaipur,Rajasthan,West India,Retail,2023-03-11
C01293,Rao Consulting Pvt Ltd,,Company,Gurugram,Haryana,North India,Corporate,2024-03-24
C01294,Riya Das,21.0,M,Jodhpur,Rajasthan,West India,Retail,2024-04-08
C01295,Karan Iyer,39.0,M,Noida,Uttar Pradesh,North India,Retail,2021-10-13
C01296,Singh Solutions Pvt Ltd,,Company,Visakhapatnam,Andhra Pradesh,South India,Corporate,2021-05-30
C01297,Gupta College of Engg,,Company,Howrah,West Bengal,East India,Education,2023-09-08
C01298,Riya Yadav,59.0,F,Noida,Uttar Pradesh,North India,Retail,2023-06-03
C01299,Aarti Nair,21.0,M,Bhubaneswar,Odisha,East India,Retail,2022-02-06
C01300,Sunita Iyer,42.0,M,Panaji,Goa,West India,Retail,2023-05-31
C01301,Ravi Bose,41.0,F,Kozhikode,Kerala,South India,Retail,2022-02-01
C01302,Bose Industries Pvt Ltd,,Company,New Delhi,Delhi,North India,Corporate,2022-04-11
C01303,Priya Singh,18.0,M,Nashik,Maharashtra,West India,Retail,2021-04-27
C01304,Vikram Nair,56.0,M,New Delhi,Delhi,North India,Retail,2022-08-22
C01305,Kavita Rao,52.0,M,New Delhi,Delhi,North India,Retail,2023-10-11
C01306,Arjun Jain,36.0,M,Chennai,Tamil Nadu,South India,Retail,2023-12-15
C01307,Priya Reddy,44.0,F,Visakhapatnam,Andhra Pradesh,South India,Retail,2022-07-27
C01308,Reddy Tech Pvt Ltd,,Company,Ahmedabad,Gujarat,West India,Corporate,2024-02-07
C01309,Deepak Kumar,33.0,F,Ahmedabad,Gujarat,West India,Retail,2024-08-24
C01310,Amit Das,42.0,F,Jaipur,Rajasthan,West India,Retail,2021-06-23
C01311,Menon Tech Pvt Ltd,,Company,Vijayawada,Andhra Pradesh,South India,Corporate,2023-02-27
C01312,Aarti Shah,60.0,F,Bengaluru,Karnataka,South India,Retail,2021-03-06
C01313,State Police,,Company,Gaya,Bihar,East India,Government,2022-06-22
C01314,Aarti Nair,64.0,M,Kanpur,Uttar Pradesh,North India,Retail,2021-08-12
C01315,Menon University,,Company,Gaya,Bihar,East India,Education,2024-01-01
C01316,Vikram Sharma,42.0,F,Kochi,Kerala,South India,Retail,2022-05-03
C01317,Suresh Singh,33.0,F,Jaipur,Rajasthan,West India,Retail,2022-11-23
C01318,Anjali Jain,56.0,M,Chennai,Tamil Nadu,South India,Retail,2021-09-12
C01319,Sharma Enterprises Pvt Ltd,,Company,Panaji,Goa,West India,Corporate,2023-06-20
C01320,Aarti Jain,21.0,M,Kochi,Kerala,South India,Retail,2022-07-21
C01321,Das University,,Company,Chennai,Tamil Nadu,South India,Education,2022-07-20
C01322,Neha Singh,59.0,M,Vadodara,Gujarat,West India,Retail,2022-04-22
C01323,Arjun Das,20.0,M,Bengaluru,Karnataka,South India,Retail,2021-05-05
C01324,Neha Patel,20.0,M,Jodhpur,Rajasthan,West India,Retail,2022-12-18
C01325,Sunita Patel,38.0,F,New Delhi,Delhi,North India,Retail,2024-10-26
C01326,Sunita Shah,56.0,F,Bhubaneswar,Odisha,East India,Retail,2022-11-18
C01327,Rahul Kumar,20.0,F,Indore,Madhya Pradesh,Central India,Retail,2021-11-04
C01328,Vikram Nair,42.0,M,Udaipur,Rajasthan,West India,Retail,2024-09-07
C01329,Neha Joshi,32.0,F,Nashik,Maharashtra,West India,Retail,2024-01-09
C01330,Ravi Rao,30.0,F,Panaji,Goa,West India,Retail,2022-05-15
C01331,Pooja Menon,65.0,M,Bhopal,Madhya Pradesh,Central India,Retail,2024-11-20
C01332,Riya Rao,53.0,M,Patna,Bihar,East India,Retail,2023-01-12
C01333,Vikram Das,26.0,M,Kozhikode,Kerala,South India,Retail,2023-04-15
C01334,Riya Reddy,44.0,M,Visakhapatnam,Andhra Pradesh,South India,Retail,2024-03-25
C01335,Das Consulting Pvt Ltd,,Company,Kolkata,West Bengal,East India,Corporate,2023-05-08
C01336,Sneha Patel,20.0,F,Kolkata,West Bengal,East India,Retail,2021-02-19
C01337,Aarti Rao,40.0,M,Dibrugarh,Assam,East India,Retail,2023-04-04
C01338,Priya Shah,57.0,M,Gurugram,Haryana,North India,Retail,2021-04-03
C01339,Municipal Corp,,Company,Dibrugarh,Assam,East India,Government,2023-06-12
C01340,Rahul Shah,55.0,M,Surat,Gujarat,West India,Retail,2021-11-08
C01341,Pooja Yadav,50.0,F,Chennai,Tamil Nadu,South India,Retail,2021-07-18
C01342,Vikram Singh,42.0,F,Noida,Uttar Pradesh,North India,Retail,2022-01-01
C01343,Jain Tech Pvt Ltd,,Company,Ahmedabad,Gujarat,West India,Corporate,2022-07-24
C01344,Anjali Das,46.0,M,Gurugram,Haryana,North India,Retail,2021-12-13
C01345,Kumar International School,,Company,Ahmedabad,Gujarat,West India,Education,2021-10-16
C01346,Riya Sharma,20.0,M,Hyderabad,Telangana,South India,Retail,2021-01-14
C01347,Anjali Kumar,46.0,M,Thiruvananthapuram,Kerala,South India,Retail,2023-07-19
C01348,Priya Gupta,45.0,F,Kolkata,West Bengal,East India,Retail,2022-06-23
C01349,Rao Public School,,Company,Nashik,Maharashtra,West India,Education,2021-06-11
C01350,Ravi Singh,65.0,M,Chennai,Tamil Nadu,South India,Retail,2024-12-18
C01351,Rahul Rao,53.0,M,Patna,Bihar,East India,Retail,2024-07-23
C01352,Riya Verma,34.0,F,Hyderabad,Telangana,South India,Retail,2021-11-07
C01353,Sunita Patel,23.0,M,Hyderabad,Telangana,South India,Retail,2021-01-07
C01354,Suresh Rao,62.0,F,Ahmedabad,Gujarat,West India,Retail,2024-06-10
C01355,Riya Chopra,32.0,F,Hyderabad,Telangana,South India,Retail,2024-09-30
C01356,Neha Yadav,36.0,M,Chennai,Tamil Nadu,South India,Retail,2022-03-25
C01357,Ravi Kumar,25.0,M,Hyderabad,Telangana,South India,Retail,2023-08-10
C01358,Sunita Rao,48.0,F,Hyderabad,Telangana,South India,Retail,2024-05-15
C01359,Ravi Das,44.0,M,Hyderabad,Telangana,South India,Retail,2024-02-26
C01360,Riya Rao,34.0,M,Bengaluru,Karnataka,South India,Retail,2022-07-04
C01361,Karan Kumar,32.0,M,Jodhpur,Rajasthan,West India,Retail,2024-01-03
C01362,Dept of Health,,Company,Jaipur,Rajasthan,West India,Government,2024-01-11
C01363,Jain College of Engg,,Company,Noida,Uttar Pradesh,North India,Education,2024-12-14
C01364,Aarti Nair,41.0,M,Vijayawada,Andhra Pradesh,South India,Retail,2021-11-18
C01365,Bose Systems Pvt Ltd,,Company,Chandigarh,Punjab,North India,Corporate,2022-11-10
C01366,Suresh Chopra,19.0,M,New Delhi,Delhi,North India,Retail,2023-10-25
C01367,Arjun Kumar,62.0,M,Visakhapatnam,Andhra Pradesh,South India,Retail,2021-03-11
C01368,Patel Tech Pvt Ltd,,Company,Bengaluru,Karnataka,South India,Corporate,2022-07-07
C01369,Suresh Reddy,65.0,M,Panaji,Goa,West India,Retail,2021-07-15
C01370,Yadav Solutions Pvt Ltd,,Company,Patna,Bihar,East India,Corporate,2021-02-17
C01371,Sunita Iyer,45.0,M,Noida,Uttar Pradesh,North India,Retail,2022-04-01
C01372,Suresh Shah,42.0,M,Thiruvananthapuram,Kerala,South India,Retail,2023-10-15
C01373,Deepak Shah,19.0,F,Panaji,Goa,West India,Retail,2022-04-21
C01374,Aarti Verma,58.0,M,Gurugram,Haryana,North India,Retail,2021-07-15
C01375,Pooja Singh,43.0,F,Bhubaneswar,Odisha,East India,Retail,2023-12-08
C01376,Sunita Sharma,27.0,M,Chennai,Tamil Nadu,South India,Retail,2022-10-21
C01377,Deepak Chopra,38.0,M,Noida,Uttar Pradesh,North India,Retail,2022-10-22
C01378,Vikram Sharma,45.0,M,Howrah,West Bengal,East India,Retail,2023-02-09
C01379,Riya Verma,25.0,M,Ahmedabad,Gujarat,West India,Retail,2023-05-19
C01380,Rahul Yadav,53.0,F,Hyderabad,Telangana,South India,Retail,2023-03-29
C01381,Sneha Gupta,57.0,F,Bhilai,Chhattisgarh,Central India,Retail,2024-02-29
C01382,Karan Jain,34.0,F,Jodhpur,Rajasthan,West India,Retail,2023-08-06
C01383,Dept of Health,,Company,Ahmedabad,Gujarat,West India,Government,2023-08-29
C01384,Karan Reddy,18.0,F,Noida,Uttar Pradesh,North India,Retail,2024-12-07
C01385,Sneha Patel,57.0,F,Chennai,Tamil Nadu,South India,Retail,2024-05-02
C01386,Anjali Bose,18.0,M,Hyderabad,Telangana,South India,Retail,2022-07-17
C01387,Vikram Kumar,34.0,M,Kozhikode,Kerala,South India,Retail,2021-06-08
C01388,Arjun Chopra,26.0,F,Chennai,Tamil Nadu,South India,Retail,2022-11-08
C01389,Sneha Chopra,23.0,M,Chandigarh,Punjab,North India,Retail,2021-10-21
C01390,Bose Industries Pvt Ltd,,Company,Visakhapatnam,Andhra Pradesh,South India,Corporate,2023-06-20
C01391,Riya Shah,43.0,F,Visakhapatnam,Andhra Pradesh,South India,Retail,2023-03-01
C01392,Arjun Gupta,56.0,M,Kochi,Kerala,South India,Retail,2021-12-07
C01393,Kumar Global Pvt Ltd,,Company,Bengaluru,Karnataka,South India,Corporate,2022-05-29
C01394,Menon Consulting Pvt Ltd,,Company,Ahmedabad,Gujarat,West India,Corporate,2023-01-19
C01395,Sneha Sharma,30.0,F,Ahmedabad,Gujarat,West India,Retail,2023-02-06
C01396,Kavita Das,37.0,F,Hyderabad,Telangana,South India,Retail,2021-07-12
C01397,Amit Das,35.0,F,Gurugram,Haryana,North India,Retail,2023-03-27
C01398,Sneha Chopra,48.0,F,New Delhi,Delhi,North India,Retail,2023-10-02
C01399,Sneha Gupta,19.0,M,Mumbai,Maharashtra,West India,Retail,2024-12-16
C01400,Neha Iyer,58.0,M,Mumbai,Maharashtra,West India,Retail,2022-10-06
C01401,Sneha Shah,61.0,F,Kolkata,West Bengal,East India,Retail,2024-12-23
C01402,Karan Joshi,60.0,M,Guwahati,Assam,East India,Retail,2021-05-14
C01403,Raj Bose,35.0,M,Hyderabad,Telangana,South India,Retail,2024-11-11
C01404,Ravi Menon,53.0,F,Mumbai,Maharashtra,West India,Retail,2021-08-30
C01405,Sneha Jain,23.0,M,Panaji,Goa,West India,Retail,2021-06-26
C01406,Priya Rao,31.0,F,Gwalior,Madhya Pradesh,Central India,Retail,2023-08-01
C01407,Amit Nair,65.0,M,Surat,Gujarat,West India,Retail,2022-09-28
C01408,Arjun Reddy,44.0,M,Amritsar,Punjab,North India,Retail,2022-01-21
C01409,Kavita Shah,49.0,F,Bengaluru,Karnataka,South India,Retail,2024-03-31
C01410,Aarti Reddy,55.0,F,Hyderabad,Telangana,South India,Retail,2021-11-15
C01411,Joshi Academy,,Company,Chennai,Tamil Nadu,South India,Education,2024-12-03
C01412,Das Systems Pvt Ltd,,Company,Mumbai,Maharashtra,West India,Corporate,2022-03-08
C01413,Vikram Menon,58.0,M,New Delhi,Delhi,North India,Retail,2023-09-01
C01414,Neha Shah,20.0,F,Bengaluru,Karnataka,South India,Retail,2024-12-07
C01415,Kumar Systems Pvt Ltd,,Company,Noida,Uttar Pradesh,North India,Corporate,2022-11-21
C01416,Menon Consulting Pvt Ltd,,Company,Bengaluru,Karnataka,South India,Corporate,2021-02-14
C01417,Kavita Jain,48.0,M,Bengaluru,Karnataka,South India,Retail,2022-06-02
C01418,Sunita Das,32.0,M,Vijayawada,Andhra Pradesh,South India,Retail,2023-05-13
C01419,Yadav Academy,,Company,Visakhapatnam,Andhra Pradesh,South India,Education,2021-12-07
C01420,Gupta International School,,Company,Cuttack,Odisha,East India,Education,2024-03-09
C01421,Deepak Nair,37.0,M,Nashik,Maharashtra,West India,Retail,2022-12-10
C01422,Priya Verma,29.0,F,Ludhiana,Punjab,North India,Retail,2022-09-22
C01423,Riya Verma,27.0,F,New Delhi,Delhi,North India,Retail,2021-01-11
C01424,Pooja Kumar,48.0,F,Bengaluru,Karnataka,South India,Retail,2023-08-08
C01425,Sunita Nair,38.0,F,Hyderabad,Telangana,South India,Retail,2024-10-13
C01426,Kavita Shah,56.0,M,Kochi,Kerala,South India,Retail,2022-04-27
C01427,Riya Reddy,59.0,M,Margao,Goa,West India,Retail,2021-10-10
C01428,Vikram Yadav,59.0,M,Visakhapatnam,Andhra Pradesh,South India,Retail,2023-05-22
C01429,Suresh Joshi,44.0,M,Panaji,Goa,West India,Retail,2021-12-01
C01430,Nair Consulting Pvt Ltd,,Company,Visakhapatnam,Andhra Pradesh,South India,Corporate,2021-07-27
C01431,Menon Tech Pvt Ltd,,Company,Amritsar,Punjab,North India,Corporate,2023-02-26
C01432,Arjun Kumar,21.0,F,Raipur,Chhattisgarh,Central India,Retail,2023-05-21
C01433,Kavita Kumar,48.0,F,Margao,Goa,West India,Retail,2024-01-01
C01434,Ravi Das,23.0,M,Bhilai,Chhattisgarh,Central India,Retail,2021-01-15
C01435,Neha Chopra,47.0,F,Panaji,Goa,West India,Retail,2021-03-23
C01436,Aarti Das,39.0,F,Gurugram,Haryana,North India,Retail,2021-02-18
C01437,Neha Shah,37.0,M,Visakhapatnam,Andhra Pradesh,South India,Retail,2024-05-05
C01438,Vikram Chopra,23.0,M,Bengaluru,Karnataka,South India,Retail,2021-09-16
C01439,Priya Jain,33.0,F,Bengaluru,Karnataka,South India,Retail,2021-03-25
C01440,Anjali Bose,64.0,M,New Delhi,Delhi,North India,Retail,2022-11-23
C01441,Neha Reddy,65.0,M,Faridabad,Haryana,North India,Retail,2023-06-07
C01442,Riya Reddy,21.0,F,Gwalior,Madhya Pradesh,Central India,Retail,2024-03-20
C01443,Suresh Verma,60.0,M,Hyderabad,Telangana,South India,Retail,2024-05-23
C01444,Arjun Menon,44.0,M,Bengaluru,Karnataka,South India,Retail,2022-07-17
C01445,Ravi Rao,32.0,M,Raipur,Chhattisgarh,Central India,Retail,2024-12-23
C01446,Ravi Iyer,55.0,F,Kozhikode,Kerala,South India,Retail,2024-07-24
C01447,Vikram Menon,38.0,F,Kolkata,West Bengal,East India,Retail,2023-06-30
C01448,Nair Solutions Pvt Ltd,,Company,Kozhikode,Kerala,South India,Corporate,2024-10-10
C01449,Karan Joshi,53.0,F,Pune,Maharashtra,West India,Retail,2021-06-20
C01450,Sneha Shah,47.0,M,Chennai,Tamil Nadu,South India,Retail,2021-11-16
C01451,Suresh Iyer,36.0,F,Vijayawada,Andhra Pradesh,South India,Retail,2022-04-26
C01452,Anjali Verma,31.0,M,Mumbai,Maharashtra,West India,Retail,2021-08-15
C01453,Reddy Enterprises Pvt Ltd,,Company,Margao,Goa,West India,Corporate,2022-12-22
C01454,Jain Global Pvt Ltd,,Company,Chennai,Tamil Nadu,South India,Corporate,2024-09-22
C01455,Sneha Verma,47.0,F,Bengaluru,Karnataka,South India,Retail,2023-07-10
C01456,Neha Nair,59.0,M,Faridabad,Haryana,North India,Retail,2024-10-31
C01457,Pooja Gupta,58.0,M,Bengaluru,Karnataka,South India,Retail,2024-06-21
C01458,Ravi Rao,64.0,F,Vijayawada,Andhra Pradesh,South India,Retail,2021-02-16
C01459,Raj Reddy,19.0,F,Nashik,Maharashtra,West India,Retail,2024-02-05
C01460,Verma Enterprises Pvt Ltd,,Company,Faridabad,Haryana,North India,Corporate,2022-05-06
C01461,Dept of Health,,Company,Patna,Bihar,East India,Government,2021-05-13
C01462,Deepak Joshi,46.0,M,Hyderabad,Telangana,South India,Retail,2021-12-29
C01463,Priya Sharma,28.0,M,Udaipur,Rajasthan,West India,Retail,2023-08-05
C01464,Sunita Das,48.0,F,Margao,Goa,West India,Retail,2021-05-25
C01465,Sharma Enterprises Pvt Ltd,,Company,Thiruvananthapuram,Kerala,South India,Corporate,2023-12-30
C01466,Suresh Joshi,64.0,M,Udaipur,Rajasthan,West India,Retail,2023-01-15
C01467,Kavita Bose,34.0,M,Visakhapatnam,Andhra Pradesh,South India,Retail,2021-12-13
C01468,Ravi Patel,31.0,F,Chandigarh,Punjab,North India,Retail,2021-07-18
C01469,Deepak Jain,39.0,F,Surat,Gujarat,West India,Retail,2024-11-12
C01470,Anjali Sharma,26.0,M,Jodhpur,Rajasthan,West India,Retail,2023-12-05
C01471,Anjali Chopra,37.0,M,Chennai,Tamil Nadu,South India,Retail,2024-03-08
C01472,Anjali Nair,62.0,M,Surat,Gujarat,West India,Retail,2021-10-28
C01473,Kavita Joshi,27.0,M,Amritsar,Punjab,North India,Retail,2022-06-16
C01474,Vikram Joshi,28.0,F,Raipur,Chhattisgarh,Central India,Retail,2024-08-11
C01475,Riya Nair,51.0,F,Bengaluru,Karnataka,South India,Retail,2021-12-26
C01476,Arjun Kumar,31.0,M,Patna,Bihar,East India,Retail,2021-11-04
C01477,Pooja Reddy,58.0,M,Bengaluru,Karnataka,South India,Retail,2023-12-10
C01478,Aarti Iyer,50.0,M,New Delhi,Delhi,North India,Retail,2022-07-10
C01479,Menon Global Pvt Ltd,,Company,Vijayawada,Andhra Pradesh,South India,Corporate,2021-04-25
C01480,Deepak Verma,59.0,M,Chandigarh,Punjab,North India,Retail,2022-04-13
C01481,Raj Yadav,30.0,M,Jaipur,Rajasthan,West India,Retail,2021-09-29
C01482,Priya Reddy,52.0,M,Noida,Uttar Pradesh,North India,Retail,2022-10-16
C01483,Riya Yadav,52.0,M,Bengaluru,Karnataka,South India,Retail,2024-05-10
C01484,Deepak Sharma,46.0,M,Vijayawada,Andhra Pradesh,South India,Retail,2024-04-21
C01485,Riya Joshi,29.0,F,Chennai,Tamil Nadu,South India,Retail,2023-11-05
C01486,Aarti Joshi,33.0,F,Udaipur,Rajasthan,West India,Retail,2022-07-18
C01487,Sneha Verma,38.0,F,Hyderabad,Telangana,South India,Retail,2023-10-13
C01488,Aarti Verma,46.0,F,Chennai,Tamil Nadu,South India,Retail,2024-07-30
C01489,Raj Chopra,50.0,F,Ludhiana,Punjab,North India,Retail,2022-10-18
C01490,Sneha Reddy,61.0,M,Kochi,Kerala,South India,Retail,2022-10-26
C01491,Riya Bose,28.0,F,Ahmedabad,Gujarat,West India,Retail,2023-11-24
C01492,Anjali Jain,37.0,F,Chennai,Tamil Nadu,South India,Retail,2021-10-24
C01493,Rahul Nair,45.0,F,Jodhpur,Rajasthan,West India,Retail,2023-05-05
C01494,Karan Reddy,35.0,M,Warangal,Telangana,South India,Retail,2024-12-13
C01495,Aarti Iyer,45.0,F,Chennai,Tamil Nadu,South India,Retail,2022-10-30
C01496,Sneha Jain,24.0,M,Margao,Goa,West India,Retail,2022-05-13
C01497,Riya Rao,20.0,F,Dibrugarh,Assam,East India,Retail,2024-11-09
C01498,Aarti Shah,21.0,F,Panaji,Goa,West India,Retail,2022-07-20
C01499,Sunita Gupta,65.0,M,Bengaluru,Karnataka,South India,Retail,2022-10-27
C01500,Menon Systems Pvt Ltd,,Company,Kochi,Kerala,South India,Corporate,2021-06-30
C01501,Priya Jain,36.0,M,Chennai,Tamil Nadu,South India,Retail,2021-10-15
C01502,Verma College of Engg,,Company,Bengaluru,Karnataka,South India,Education,2022-03-16
C01503,Rahul Gupta,63.0,F,Chennai,Tamil Nadu,South India,Retail,2022-06-07
C01504,Kavita Sharma,21.0,M,Bengaluru,Karnataka,South India,Retail,2023-11-16
C01505,Ravi Patel,49.0,F,Bhilai,Chhattisgarh,Central India,Retail,2024-03-23
C01506,Priya Menon,52.0,M,Kozhikode,Kerala,South India,Retail,2023-11-18
C01507,Deepak Gupta,45.0,F,Gwalior,Madhya Pradesh,Central India,Retail,2023-08-12
C01508,Suresh Yadav,62.0,F,Gurugram,Haryana,North India,Retail,2021-02-13
C01509,Arjun Rao,38.0,F,Mumbai,Maharashtra,West India,Retail,2021-11-05
C01510,Vikram Reddy,30.0,F,Margao,Goa,West India,Retail,2024-03-27
C01511,Aarti Shah,52.0,M,Ludhiana,Punjab,North India,Retail,2021-09-18
C01512,Reddy International School,,Company,Madurai,Tamil Nadu,South India,Education,2024-09-09
C01513,Vikram Menon,31.0,F,Chennai,Tamil Nadu,South India,Retail,2021-02-25
C01514,Amit Menon,65.0,M,Kolkata,West Bengal,East India,Retail,2023-02-19
C01515,Raj Joshi,25.0,M,Noida,Uttar Pradesh,North India,Retail,2021-12-25
C01516,Sunita Reddy,65.0,F,Nagpur,Maharashtra,West India,Retail,2022-10-11
C01517,Rahul Sharma,50.0,M,Gurugram,Haryana,North India,Retail,2023-07-25
C01518,Anjali Rao,37.0,M,Visakhapatnam,Andhra Pradesh,South India,Retail,2023-06-09
C01519,Das College of Engg,,Company,Varanasi,Uttar Pradesh,North India,Education,2021-02-02
C01520,Riya Singh,26.0,M,Ahmedabad,Gujarat,West India,Retail,2021-10-15
C01521,Sneha Verma,44.0,M,Jodhpur,Rajasthan,West India,Retail,2023-05-09
C01522,Ministry of Education,,Company,Bhopal,Madhya Pradesh,Central India,Government,2021-08-13
C01523,Rahul Jain,34.0,F,Lucknow,Uttar Pradesh,North India,Retail,2021-02-28
C01524,Raj Verma,20.0,F,Warangal,Telangana,South India,Retail,2024-05-10
C01525,Deepak Bose,22.0,M,Ludhiana,Punjab,North India,Retail,2023-09-02
C01526,Sharma Solutions Pvt Ltd,,Company,Hyderabad,Telangana,South India,Corporate,2024-07-28
C01527,Neha Chopra,60.0,F,Patna,Bihar,East India,Retail,2024-06-10
C01528,Pooja Patel,50.0,M,Ahmedabad,Gujarat,West India,Retail,2021-10-20
C01529,Arjun Verma,24.0,M,Udaipur,Rajasthan,West India,Retail,2022-04-09
C01530,Ravi Bose,51.0,F,Bengaluru,Karnataka,South India,Retail,2021-09-27
C01531,Sneha Sharma,42.0,M,New Delhi,Delhi,North India,Retail,2022-02-10
C01532,Riya Chopra,38.0,M,Ludhiana,Punjab,North India,Retail,2024-03-17
C01533,Menon Global Pvt Ltd,,Company,Noida,Uttar Pradesh,North India,Corporate,2022-03-16
C01534,Sneha Das,50.0,F,Chennai,Tamil Nadu,South India,Retail,2022-11-22
C01535,Arjun Patel,60.0,F,Dibrugarh,Assam,East India,Retail,2023-11-30
C01536,Deepak Kumar,26.0,M,Vijayawada,Andhra Pradesh,South India,Retail,2022-04-11
C01537,Aarti Patel,37.0,F,Vadodara,Gujarat,West India,Retail,2023-06-13
C01538,Reddy International School,,Company,Bhopal,Madhya Pradesh,Central India,Education,2023-11-13
C01539,Joshi Global Pvt Ltd,,Company,New Delhi,Delhi,North India,Corporate,2022-12-26
C01540,Pooja Joshi,52.0,F,Thiruvananthapuram,Kerala,South India,Retail,2024-01-10
C01541,Aarti Bose,57.0,M,Amritsar,Punjab,North India,Retail,2021-11-08
C01542,Bose Enterprises Pvt Ltd,,Company,Bengaluru,Karnataka,South India,Corporate,2023-12-05
C01543,Priya Singh,34.0,F,Gurugram,Haryana,North India,Retail,2022-03-04
C01544,Sunita Nair,33.0,F,Kanpur,Uttar Pradesh,North India,Retail,2021-11-23
C01545,Neha Gupta,35.0,M,Gurugram,Haryana,North India,Retail,2023-04-03
C01546,Anjali Joshi,18.0,M,Faridabad,Haryana,North India,Retail,2023-12-03
C01547,Aarti Menon,46.0,F,Panaji,Goa,West India,Retail,2021-09-13
C01548,Neha Menon,20.0,F,Gaya,Bihar,East India,Retail,2022-06-08
C01549,Kavita Rao,32.0,M,Kanpur,Uttar Pradesh,North India,Retail,2021-07-01
C01550,Kumar Consulting Pvt Ltd,,Company,Panaji,Goa,West India,Corporate,2024-07-30
C01551,Arjun Shah,58.0,F,Udaipur,Rajasthan,West India,Retail,2023-05-10
C01552,Sunita Das,49.0,M,Noida,Uttar Pradesh,North India,Retail,2024-04-25
C01553,Raj Nair,54.0,F,Margao,Goa,West India,Retail,2024-05-27
C01554,Sunita Nair,25.0,M,New Delhi,Delhi,North India,Retail,2023-01-09
C01555,Sunita Sharma,54.0,M,Kanpur,Uttar Pradesh,North India,Retail,2023-03-28
C01556,Arjun Shah,44.0,M,Gurugram,Haryana,North India,Retail,2023-07-25
C01557,Jain Enterprises Pvt Ltd,,Company,Hyderabad,Telangana,South India,Corporate,2021-04-08
C01558,Kavita Verma,53.0,F,Ahmedabad,Gujarat,West India,Retail,2023-04-02
C01559,Rao Solutions Pvt Ltd,,Company,Patna,Bihar,East India,Corporate,2024-01-08
C01560,Chopra Industries Pvt Ltd,,Company,New Delhi,Delhi,North India,Corporate,2022-10-03
C01561,Deepak Shah,49.0,F,Coimbatore,Tamil Nadu,South India,Retail,2022-11-22
C01562,Aarti Yadav,30.0,F,Raipur,Chhattisgarh,Central India,Retail,2023-11-03
C01563,Priya Nair,22.0,M,Bengaluru,Karnataka,South India,Retail,2021-07-11
C01564,Gupta Enterprises Pvt Ltd,,Company,Gurugram,Haryana,North India,Corporate,2023-03-24
C01565,Deepak Singh,23.0,F,Bhilai,Chhattisgarh,Central India,Retail,2022-04-06
C01566,Pooja Menon,32.0,M,Gurugram,Haryana,North India,Retail,2022-05-18
C01567,Sunita Iyer,19.0,F,New Delhi,Delhi,North India,Retail,2023-06-18
C01568,Suresh Das,51.0,F,Bengaluru,Karnataka,South India,Retail,2024-07-08
C01569,Aarti Shah,41.0,M,Raipur,Chhattisgarh,Central India,Retail,2022-10-18
C01570,Vikram Kumar,62.0,M,Udaipur,Rajasthan,West India,Retail,2024-01-08
C01571,Rao College of Engg,,Company,Margao,Goa,West India,Education,2021-08-03
C01572,Deepak Chopra,54.0,M,Ahmedabad,Gujarat,West India,Retail,2023-08-01
C01573,Riya Gupta,46.0,M,Ludhiana,Punjab,North India,Retail,2022-12-13
C01574,Riya Bose,64.0,M,Chennai,Tamil Nadu,South India,Retail,2024-05-09
C01575,Anjali Jain,46.0,F,Guwahati,Assam,East India,Retail,2024-01-08
C01576,Amit Shah,52.0,F,Panaji,Goa,West India,Retail,2021-01-14
C01577,Karan Rao,51.0,F,Pune,Maharashtra,West India,Retail,2021-11-27
C01578,Chopra Public School,,Company,Surat,Gujarat,West India,Education,2021-03-02
