Customer Unique ID,Customer Name,Product Name,Category,Serial No,Expiry Date,Original Stock Purchase Date,Purchase Date,MRP (INR),Price Paid (INR),Discount (%),Supplier Company,Supplier Email,Payment Method,Warranty Period (months),Product Condition,Shipping Address,Customer Email,Contact Number,Order Status,Return Eligibility,Notes
CUST02191,Priyanka Verma,Crompton Ceiling Fan,Home Appliances,CROM349414,,2025-01-14,2025-02-14,2203,2057.6,6.6,Crompton Greaves,support@crompton.co.in,Credit Card,24,New,"692 Example Rd, Kanpur, UP",priyanka.verma@email.com,8690626759,Cancelled,No,N/A
CUST02192,Rahul Sharma,Amul Gold Milk 1L,Grocery,AMUL218899,2025-07-25,2025-04-26,2025-04-30,78,63.57,18.5,Amul,contact@amul.coop,UPI,0,New,"322 Example Rd, Guwahati, AS",rahul.sharma@email.com,9722916662,Cancelled,No,Store in cool dry place
CUST02193,Suresh Rao,Fogg Body Spray 120ml,Personal Care,FOGG616688,2027-01-04,2025-01-14,2025-01-26,192,159.36,17.0,Vini Cosmetics,support@foggspray.com,Credit Card,0,New,"352 Example Rd, Kolkata, WB",suresh.rao@email.com,9118660759,Delivered,Yes,For external use only
CUST02194,Rahul Sharma,Samsung Galaxy M32,Electronics,SAMS586067,,2024-06-23,2024-08-11,14820,13234.26,10.7,Samsung India,support@samsung.com,Debit Card,24,New,"602 Example Rd, Kolkata, WB",rahul.sharma@email.com,9903317635,Cancelled,No,Handle with care
CUST02195,Amitabh Das,Sunfeast Marie Light 200g,Grocery,SUNF887306,2025-08-27,2024-09-01,2024-10-14,27,23.06,14.6,ITC Ltd.,care@itc.in,UPI,0,New,"764 Example Rd, Patna, BR",amitabh.das@email.com,8666754485,Processing,No,Store in cool dry place
CUST02196,Amitabh Das,Crompton Ceiling Fan,Home Appliances,CROM765734,,2025-05-20,2025-05-30,2192,1810.59,17.4,Crompton Greaves,support@crompton.co.in,Wallet,24,New,"898 Example Rd, Kochi, KL",amitabh.das@email.com,9913320886,Cancelled,No,N/A
CUST02197,Sneha Reddy,Tanishq Gold Ring,Jewellery,TANI591178,,2024-09-26,2024-11-15,25249,22623.1,10.4,Titan Company Ltd.,orders@titan.co.in,Debit Card,12,New,"797 Example Rd, Mumbai, MH",sneha.reddy@email.com,9430818832,Processing,No,N/A
CUST02198,Arjun Gupta,Prestige Pressure Cooker 5L,Home Appliances,PRES558060,,2024-08-28,2024-09-09,2404,2021.76,15.9,TTK Prestige Ltd.,support@ttkprestige.com,Net Banking,60,New,"12 Example Rd, Nagpur, MH",arjun.gupta@email.com,8515331156,Shipped,No,N/A
CUST02199,Sneha Reddy,Parachute Coconut Oil 500ml,Personal Care,PARA472420,2027-02-26,2025-03-08,2025-03-21,92,77.28,16.0,Marico Ltd.,marico@support.com,Net Banking,0,New,"170 Example Rd, Bhopal, MP",sneha.reddy@email.com,9362113716,Shipped,No,For external use only
CUST02200,Rajeev Bansal,Tata Salt 1kg,Grocery,TATA666048,2026-02-12,2025-02-17,2025-02-28,26,23.45,9.8,Tata Chemicals Ltd.,customercare@tatachemicals.com,UPI,0,New,"887 Example Rd, Delhi, DL",rajeev.bansal@email.com,8144218391,Delivered,Yes,Store in cool dry place
CUST02201,Sunita Iyer,Mi Smart Band 5,Electronics,MI S498838,,2025-05-09,2025-05-13,2443,2196.26,10.1,Xiaomi India,service.in@xiaomi.com,Net Banking,12,New,"919 Example Rd, Vadodara, GJ",sunita.iyer@email.com,9010930066,Processing,No,Handle with care
CUST02202,Priyanka Verma,Tata Salt 1kg,Grocery,TATA493560,2025-09-18,2024-09-23,2024-11-03,34,27.98,17.7,Tata Chemicals Ltd.,customercare@tatachemicals.com,Net Banking,0,New,"793 Example Rd, Guwahati, AS",priyanka.verma@email.com,9615325854,Cancelled,No,Store in cool dry place
CUST02203,Arjun Gupta,Amul Gold Milk 1L,Grocery,AMUL283793,2024-11-09,2024-08-11,2024-09-30,69,54.99,20.3,Amul,contact@amul.coop,Debit Card,0,New,"889 Example Rd, Indore, MP",arjun.gupta@email.com,9537228132,Shipped,No,Store in cool dry place
CUST02204,Priyanka Verma,Syska LED Bulb 12W,Electronics,SYSK724096,2027-07-09,2024-07-24,2024-07-27,177,146.38,17.3,Syska LED,support@syska.co.in,Debit Card,12,New,"654 Example Rd, Hyderabad, TS",priyanka.verma@email.com,9363555805,Delivered,Yes,Handle with care
CUST02205,Sunita Iyer,Fogg Body Spray 120ml,Personal Care,FOGG553289,2027-03-12,2025-03-22,2025-04-28,224,171.14,23.6,Vini Cosmetics,support@foggspray.com,UPI,0,New,"120 Example Rd, Mumbai, MH",sunita.iyer@email.com,8474068624,Cancelled,No,For external use only
CUST02206,Suresh Rao,Syska LED Bulb 12W,Electronics,SYSK154612,2027-09-19,2024-10-04,2024-11-22,151,139.83,7.4,Syska LED,support@syska.co.in,UPI,12,New,"420 Example Rd, Kochi, KL",suresh.rao@email.com,8851596003,Delivered,Yes,Handle with care
CUST02207,Sunita Iyer,Colgate Toothpaste 200g,Personal Care,COLG149248,2026-10-24,2024-11-03,2024-12-04,89,74.31,16.5,Colgate-Palmolive India,care@colpal.com,Credit Card,0,New,"591 Example Rd, Bangalore, KA",sunita.iyer@email.com,7193196247,Shipped,No,For external use only
CUST02208,Manish Jain,Samsung Galaxy M32,Electronics,SAMS843430,,2025-02-27,2025-02-28,14339,11514.22,19.7,Samsung India,support@samsung.com,Wallet,24,New,"811 Example Rd, Lucknow, UP",manish.jain@email.com,9254708061,Cancelled,No,Handle with care
CUST02209,Shweta Pandit,Amul Gold Milk 1L,Grocery,AMUL170853,2025-01-09,2024-10-11,2024-11-11,66,54.25,17.8,Amul,contact@amul.coop,UPI,0,New,"781 Example Rd, Delhi, DL",shweta.pandit@email.com,7357125193,Shipped,No,Store in cool dry place
CUST02210,Vikram Patel,Syska LED Bulb 12W,Electronics,SYSK293746,2027-08-09,2024-08-24,2024-10-12,162,129.76,19.9,Syska LED,support@syska.co.in,Credit Card,12,New,"887 Example Rd, Pune, MH",vikram.patel@email.com,9652324814,Processing,No,Handle with care
CUST02211,Amitabh Das,Dabur Honey 500g,Grocery,DABU283401,2027-01-10,2025-01-20,2025-03-05,197,183.01,7.1,Dabur India Ltd.,order@dabur.com,UPI,0,New,"826 Example Rd, Kanpur, UP",amitabh.das@email.com,9128399177,Shipped,No,Store in cool dry place
CUST02212,Gaurav Mishra,Parachute Coconut Oil 500ml,Personal Care,PARA857972,2027-01-13,2025-01-23,2025-03-10,102,82.21,19.4,Marico Ltd.,marico@support.com,Cash,0,New,"536 Example Rd, Indore, MP",gaurav.mishra@email.com,9844837615,Cancelled,No,For external use only
CUST02213,Manish Jain,Parachute Coconut Oil 500ml,Personal Care,PARA307538,2026-11-08,2024-11-18,2024-11-23,100,78.5,21.5,Marico Ltd.,marico@support.com,Credit Card,0,New,"982 Example Rd, Lucknow, UP",manish.jain@email.com,8735335799,Processing,No,For external use only
CUST02214,Rani Sen,Himalaya Neem Face Wash 150ml,Personal Care,HIMA649538,2026-07-30,2025-02-05,2025-03-25,142,113.6,20.0,Himalaya Wellness,info@himalayawellness.com,Debit Card,0,New,"812 Example Rd, Kanpur, UP",rani.sen@email.com,7623163678,Processing,No,For external use only
CUST02215,Harshita Sinha,Philips Trimmer QT4001,Electronics,PHIL544925,,2024-07-11,2024-08-11,1285,1219.46,5.1,Philips India Ltd.,contact@philips.co.in,Credit Card,24,New,"10 Example Rd, Bhopal, MP",harshita.sinha@email.com,9255048614,Processing,No,Handle with care
CUST02216,Kavita Nair,Dabur Honey 500g,Grocery,DABU461438,2026-11-04,2024-11-14,2024-12-24,191,154.71,19.0,Dabur India Ltd.,order@dabur.com,Cash,0,New,"204 Example Rd, Guwahati, AS",kavita.nair@email.com,8366714314,Processing,No,Store in cool dry place
CUST02217,Priyanka Verma,Colgate Toothpaste 200g,Personal Care,COLG882007,2026-11-09,2024-11-19,2025-01-06,100,84.1,15.9,Colgate-Palmolive India,care@colpal.com,Wallet,0,New,"725 Example Rd, Chennai, TN",priyanka.verma@email.com,9209776781,Delivered,Yes,For external use only
CUST02218,Arjun Gupta,Crompton Ceiling Fan,Home Appliances,CROM902836,,2025-01-16,2025-02-14,2201,1963.29,10.8,Crompton Greaves,support@crompton.co.in,Credit Card,24,New,"34 Example Rd, Surat, GJ",arjun.gupta@email.com,7523578110,Delivered,Yes,N/A
CUST02219,Sneha Reddy,Godrej Expert Hair Colour,Personal Care,GODR536639,2026-04-10,2025-04-15,2025-05-24,37,30.64,17.2,Godrej Consumer Products Ltd.,info@godrejcp.com,UPI,0,New,"227 Example Rd, Vadodara, GJ",sneha.reddy@email.com,8047950058,Shipped,No,For external use only
CUST02220,Nidhi Chawla,Samsung Galaxy M32,Electronics,SAMS568738,,2024-06-24,2024-08-01,16956,13937.83,17.8,Samsung India,support@samsung.com,Cash,24,New,"589 Example Rd, Bangalore, KA",nidhi.chawla@email.com,8982892844,Shipped,No,Handle with care
CUST02221,Amitabh Das,Patanjali Ghee 1L,Grocery,PATA507822,2026-02-15,2025-02-20,2025-03-08,499,412.67,17.3,Patanjali Ayurved,support@patanjaliayurved.org,Net Banking,0,New,"392 Example Rd, Chennai, TN",amitabh.das@email.com,7783370279,Shipped,No,Store in cool dry place
CUST02222,Harshita Sinha,Patanjali Ghee 1L,Grocery,PATA284964,2025-07-06,2024-07-11,2024-07-30,489,438.14,10.4,Patanjali Ayurved,support@patanjaliayurved.org,Net Banking,0,New,"168 Example Rd, Kochi, KL",harshita.sinha@email.com,8065507305,Processing,No,Store in cool dry place
CUST02223,Rohit Mehra,Tata Salt 1kg,Grocery,TATA793289,2026-01-28,2025-02-02,2025-03-04,25,22.75,9.0,Tata Chemicals Ltd.,customercare@tatachemicals.com,Debit Card,0,New,"599 Example Rd, Kolkata, WB",rohit.mehra@email.com,7011319904,Cancelled,No,Store in cool dry place
CUST02224,Amitabh Das,Patanjali Ghee 1L,Grocery,PATA833153,2025-09-26,2024-10-01,2024-11-07,550,413.05,24.9,Patanjali Ayurved,support@patanjaliayurved.org,Cash,0,New,"25 Example Rd, Lucknow, UP",amitabh.das@email.com,7860558754,Processing,No,Store in cool dry place
CUST02225,Priyanka Verma,Godrej Expert Hair Colour,Personal Care,GODR864681,2025-06-12,2024-06-17,2024-07-28,35,28.52,18.5,Godrej Consumer Products Ltd.,info@godrejcp.com,Cash,0,New,"642 Example Rd, Bhopal, MP",priyanka.verma@email.com,9727304961,Delivered,Yes,For external use only
CUST02226,Rajeev Bansal,Samsung Galaxy M32,Electronics,SAMS112314,,2025-03-16,2025-04-05,16642,14728.17,11.5,Samsung India,support@samsung.com,Net Banking,24,New,"835 Example Rd, Kolkata, WB",rajeev.bansal@email.com,9383025200,Shipped,No,Handle with care
CUST02227,Sneha Reddy,Parachute Coconut Oil 500ml,Personal Care,PARA301011,2027-05-04,2025-05-14,2025-05-22,83,70.97,14.5,Marico Ltd.,marico@support.com,Wallet,0,New,"497 Example Rd, Ahmedabad, GJ",sneha.reddy@email.com,7096441112,Shipped,No,For external use only
CUST02228,Shweta Pandit,Parachute Coconut Oil 500ml,Personal Care,PARA333978,2026-06-26,2024-07-06,2024-07-13,91,79.26,12.9,Marico Ltd.,marico@support.com,UPI,0,New,"891 Example Rd, Kolkata, WB",shweta.pandit@email.com,9989245483,Shipped,No,For external use only
CUST02229,Deepak Joshi,Patanjali Ghee 1L,Grocery,PATA908642,2025-06-12,2024-06-17,2024-06-25,617,507.79,17.7,Patanjali Ayurved,support@patanjaliayurved.org,UPI,0,New,"852 Example Rd, Mumbai, MH",deepak.joshi@email.com,8023250641,Shipped,No,Store in cool dry place
CUST02230,Rohit Mehra,Britannia Marie Gold 250g,Grocery,BRIT315161,2025-10-27,2024-11-01,2024-11-25,44,36.08,18.0,Britannia Industries,care@britindia.com,Wallet,0,New,"674 Example Rd, Chennai, TN",rohit.mehra@email.com,8665366380,Delivered,Yes,Store in cool dry place
CUST02231,Manish Jain,Tata Salt 1kg,Grocery,TATA187296,2025-10-14,2024-10-19,2024-11-07,33,28.71,13.0,Tata Chemicals Ltd.,customercare@tatachemicals.com,Cash,0,New,"459 Example Rd, Chennai, TN",manish.jain@email.com,7181573685,Shipped,No,Store in cool dry place
CUST02232,Manish Jain,Parachute Coconut Oil 500ml,Personal Care,PARA517653,2026-12-13,2024-12-23,2025-01-29,102,91.7,10.1,Marico Ltd.,marico@support.com,Credit Card,0,New,"237 Example Rd, Indore, MP",manish.jain@email.com,8221265892,Delivered,Yes,For external use only
CUST02233,Sunita Iyer,Bajaj LED Bulb 9W,Electronics,BAJA338548,2027-09-20,2024-10-05,2024-10-07,119,112.93,5.1,Bajaj Electricals Ltd.,sales@bajajelectricals.com,Net Banking,12,New,"344 Example Rd, Hyderabad, TS",sunita.iyer@email.com,9686792741,Delivered,Yes,Handle with care
CUST02234,Sneha Reddy,Fogg Body Spray 120ml,Personal Care,FOGG208674,2027-04-29,2025-05-09,2025-06-02,218,193.58,11.2,Vini Cosmetics,support@foggspray.com,UPI,0,New,"280 Example Rd, Mumbai, MH",sneha.reddy@email.com,7000802226,Shipped,No,For external use only
CUST02235,Vikram Patel,Patanjali Ghee 1L,Grocery,PATA783335,2026-02-01,2025-02-06,2025-03-06,514,450.78,12.3,Patanjali Ayurved,support@patanjaliayurved.org,UPI,0,New,"936 Example Rd, Guwahati, AS",vikram.patel@email.com,7577500459,Delivered,Yes,Store in cool dry place
CUST02236,Gaurav Mishra,Britannia Marie Gold 250g,Grocery,BRIT306845,2025-11-01,2024-11-06,2024-12-17,44,37.44,14.9,Britannia Industries,care@britindia.com,Debit Card,0,New,"743 Example Rd, Vadodara, GJ",gaurav.mishra@email.com,9147500082,Processing,No,Store in cool dry place
CUST02237,Rajeev Bansal,Godrej Expert Hair Colour,Personal Care,GODR859654,2025-10-01,2024-10-06,2024-11-25,50,39.45,21.1,Godrej Consumer Products Ltd.,info@godrejcp.com,Credit Card,0,New,"428 Example Rd, Kochi, KL",rajeev.bansal@email.com,9455363500,Shipped,No,For external use only
CUST02238,Ananya Singh,Colgate Toothpaste 200g,Personal Care,COLG168250,2027-01-21,2025-01-31,2025-02-12,90,73.17,18.7,Colgate-Palmolive India,care@colpal.com,Credit Card,0,New,"148 Example Rd, Ahmedabad, GJ",ananya.singh@email.com,9123805335,Delivered,Yes,For external use only
CUST02239,Rajeev Bansal,Prestige Pressure Cooker 5L,Home Appliances,PRES187678,,2025-04-26,2025-04-29,2063,1831.94,11.2,TTK Prestige Ltd.,support@ttkprestige.com,UPI,60,New,"713 Example Rd, Mumbai, MH",rajeev.bansal@email.com,8548042892,Shipped,No,N/A
CUST02240,Sunita Iyer,Mi Smart Band 5,Electronics,MI S277661,,2025-01-05,2025-02-13,2232,1964.16,12.0,Xiaomi India,service.in@xiaomi.com,UPI,12,New,"678 Example Rd, Delhi, DL",sunita.iyer@email.com,9173188555,Cancelled,No,Handle with care
CUST02241,Suresh Rao,Patanjali Ghee 1L,Grocery,PATA248071,2025-11-13,2024-11-18,2024-12-12,510,416.67,18.3,Patanjali Ayurved,support@patanjaliayurved.org,Debit Card,0,New,"584 Example Rd, Chennai, TN",suresh.rao@email.com,7410141934,Shipped,No,Store in cool dry place
CUST02242,Rohit Mehra,Britannia Marie Gold 250g,Grocery,BRIT641188,2025-11-04,2024-11-09,2024-11-19,37,34.15,7.7,Britannia Industries,care@britindia.com,Credit Card,0,New,"414 Example Rd, Mumbai, MH",rohit.mehra@email.com,7548548052,Delivered,Yes,Store in cool dry place
CUST02243,Arjun Gupta,Crompton Ceiling Fan,Home Appliances,CROM278599,,2024-06-17,2024-07-14,2165,1770.97,18.2,Crompton Greaves,support@crompton.co.in,Cash,24,New,"352 Example Rd, Guwahati, AS",arjun.gupta@email.com,7097381212,Processing,No,N/A
CUST02244,Vikram Patel,Tata Salt 1kg,Grocery,TATA304143,2025-07-06,2024-07-11,2024-08-18,25,18.9,24.4,Tata Chemicals Ltd.,customercare@tatachemicals.com,Cash,0,New,"60 Example Rd, Jaipur, RJ",vikram.patel@email.com,9603705682,Delivered,Yes,Store in cool dry place
CUST02245,Gaurav Mishra,Mi Smart Band 5,Electronics,MI S512213,,2024-06-21,2024-07-13,2273,1875.22,17.5,Xiaomi India,service.in@xiaomi.com,Wallet,12,New,"346 Example Rd, Indore, MP",gaurav.mishra@email.com,9247545040,Delivered,Yes,Handle with care
CUST02246,Amitabh Das,Sunfeast Marie Light 200g,Grocery,SUNF392158,2025-12-30,2025-01-04,2025-02-13,20,17.38,13.1,ITC Ltd.,care@itc.in,Debit Card,0,New,"232 Example Rd, Guwahati, AS",amitabh.das@email.com,7933871740,Delivered,Yes,Store in cool dry place
CUST02247,Meena Kumari,Colgate Toothpaste 200g,Personal Care,COLG239021,2026-07-20,2024-07-30,2024-08-14,106,89.78,15.3,Colgate-Palmolive India,care@colpal.com,UPI,0,New,"819 Example Rd, Kanpur, UP",meena.kumari@email.com,7246699428,Cancelled,No,For external use only
CUST02248,Sneha Reddy,Patanjali Ghee 1L,Grocery,PATA205899,2026-04-15,2025-04-20,2025-05-23,484,438.02,9.5,Patanjali Ayurved,support@patanjaliayurved.org,Net Banking,0,New,"909 Example Rd, Kochi, KL",sneha.reddy@email.com,8544053958,Delivered,Yes,Store in cool dry place
CUST02249,Rohit Mehra,Tanishq Gold Ring,Jewellery,TANI157860,,2024-08-22,2024-10-05,26975,23630.1,12.4,Titan Company Ltd.,orders@titan.co.in,Wallet,12,New,"599 Example Rd, Guwahati, AS",rohit.mehra@email.com,8770326425,Delivered,Yes,N/A
CUST02250,Rahul Sharma,Sunfeast Marie Light 200g,Grocery,SUNF344899,2025-08-04,2024-08-09,2024-09-25,33,29.57,10.4,ITC Ltd.,care@itc.in,Debit Card,0,New,"478 Example Rd, Kanpur, UP",rahul.sharma@email.com,9631244230,Cancelled,No,Store in cool dry place
CUST02251,Sneha Reddy,Amul Gold Milk 1L,Grocery,AMUL570509,2024-10-30,2024-08-01,2024-09-20,67,53.8,19.7,Amul,contact@amul.coop,Net Banking,0,New,"343 Example Rd, Bhopal, MP",sneha.reddy@email.com,9011255045,Processing,No,Store in cool dry place
CUST02252,Shweta Pandit,Godrej Expert Hair Colour,Personal Care,GODR738191,2026-04-26,2025-05-01,2025-06-20,40,35.44,11.4,Godrej Consumer Products Ltd.,info@godrejcp.com,UPI,0,New,"671 Example Rd, Delhi, DL",shweta.pandit@email.com,8205456793,Delivered,Yes,For external use only
CUST02253,Rajeev Bansal,Godrej Expert Hair Colour,Personal Care,GODR818616,2026-05-02,2025-05-07,2025-05-11,47,37.51,20.2,Godrej Consumer Products Ltd.,info@godrejcp.com,UPI,0,New,"345 Example Rd, Hyderabad, TS",rajeev.bansal@email.com,8818199846,Shipped,No,For external use only
CUST02254,Rahul Sharma,Tata Salt 1kg,Grocery,TATA798558,2025-12-22,2024-12-27,2025-01-24,34,29.85,12.2,Tata Chemicals Ltd.,customercare@tatachemicals.com,Wallet,0,New,"187 Example Rd, Mumbai, MH",rahul.sharma@email.com,8966710454,Shipped,No,Store in cool dry place
CUST02255,Deepak Joshi,Colgate Toothpaste 200g,Personal Care,COLG230523,2026-11-12,2024-11-22,2025-01-07,102,85.37,16.3,Colgate-Palmolive India,care@colpal.com,Net Banking,0,New,"951 Example Rd, Bhopal, MP",deepak.joshi@email.com,9882023044,Shipped,No,For external use only
CUST02256,Meena Kumari,Dettol Handwash 200ml,Personal Care,DETT831137,2026-10-14,2024-10-24,2024-10-25,65,49.53,23.8,Reckitt Benckiser,contact@reckitt.com,Debit Card,0,New,"352 Example Rd, Chennai, TN",meena.kumari@email.com,8061472883,Processing,No,For external use only
CUST02257,Priyanka Verma,Fogg Body Spray 120ml,Personal Care,FOGG438077,2026-11-22,2024-12-02,2025-01-02,245,194.04,20.8,Vini Cosmetics,support@foggspray.com,Net Banking,0,New,"952 Example Rd, Chennai, TN",priyanka.verma@email.com,7408705252,Delivered,Yes,For external use only
CUST02258,Vikram Patel,Tanishq Gold Ring,Jewellery,TANI188299,,2024-12-01,2024-12-19,25111,20515.69,18.3,Titan Company Ltd.,orders@titan.co.in,Net Banking,12,New,"729 Example Rd, Vadodara, GJ",vikram.patel@email.com,9628209586,Processing,No,N/A
CUST02259,Harshita Sinha,Dabur Honey 500g,Grocery,DABU228402,2026-11-20,2024-11-30,2025-01-03,201,165.82,17.5,Dabur India Ltd.,order@dabur.com,Debit Card,0,New,"584 Example Rd, Delhi, DL",harshita.sinha@email.com,9734365784,Delivered,Yes,Store in cool dry place
CUST02260,Suresh Rao,Fogg Body Spray 120ml,Personal Care,FOGG234554,2026-10-18,2024-10-28,2024-12-07,202,169.28,16.2,Vini Cosmetics,support@foggspray.com,Wallet,0,New,"965 Example Rd, Kanpur, UP",suresh.rao@email.com,8621911186,Cancelled,No,For external use only
CUST02261,Arjun Gupta,Colgate Toothpaste 200g,Personal Care,COLG573062,2026-09-13,2024-09-23,2024-10-28,85,71.31,16.1,Colgate-Palmolive India,care@colpal.com,UPI,0,New,"736 Example Rd, Bhopal, MP",arjun.gupta@email.com,7703817867,Cancelled,No,For external use only
CUST02262,Kavita Nair,Dettol Handwash 200ml,Personal Care,DETT255911,2026-08-29,2024-09-08,2024-10-12,72,62.21,13.6,Reckitt Benckiser,contact@reckitt.com,Debit Card,0,New,"676 Example Rd, Hyderabad, TS",kavita.nair@email.com,9091759698,Processing,No,For external use only
CUST02263,Deepak Joshi,Syska LED Bulb 12W,Electronics,SYSK368191,2028-04-03,2025-04-19,2025-05-21,141,121.4,13.9,Syska LED,support@syska.co.in,Wallet,12,New,"277 Example Rd, Guwahati, AS",deepak.joshi@email.com,8080557467,Cancelled,No,Handle with care
CUST02264,Meena Kumari,Parachute Coconut Oil 500ml,Personal Care,PARA571292,2027-02-27,2025-03-09,2025-04-10,91,82.36,9.5,Marico Ltd.,marico@support.com,Cash,0,New,"100 Example Rd, Patna, BR",meena.kumari@email.com,7274906178,Delivered,Yes,For external use only
CUST02265,Nidhi Chawla,Fogg Body Spray 120ml,Personal Care,FOGG993738,2027-01-15,2025-01-25,2025-01-31,221,205.31,7.1,Vini Cosmetics,support@foggspray.com,Cash,0,New,"170 Example Rd, Noida, UP",nidhi.chawla@email.com,7811952275,Delivered,Yes,For external use only
CUST02266,Meena Kumari,Britannia Marie Gold 250g,Grocery,BRIT968558,2026-04-07,2025-04-12,2025-05-10,32,26.88,16.0,Britannia Industries,care@britindia.com,Wallet,0,New,"334 Example Rd, Ahmedabad, GJ",meena.kumari@email.com,8006050159,Processing,No,Store in cool dry place
CUST02267,Harshita Sinha,Britannia Marie Gold 250g,Grocery,BRIT856945,2025-08-19,2024-08-24,2024-09-20,45,37.84,15.9,Britannia Industries,care@britindia.com,Net Banking,0,New,"638 Example Rd, Bangalore, KA",harshita.sinha@email.com,7322866497,Cancelled,No,Store in cool dry place
CUST02268,Rohit Mehra,Mi Smart Band 5,Electronics,MI S643099,,2024-10-20,2024-10-24,2322,2059.61,11.3,Xiaomi India,service.in@xiaomi.com,Wallet,12,New,"714 Example Rd, Kochi, KL",rohit.mehra@email.com,8360594642,Cancelled,No,Handle with care
CUST02269,Sneha Reddy,Godrej Expert Hair Colour,Personal Care,GODR891028,2026-04-25,2025-04-30,2025-05-31,48,40.9,14.8,Godrej Consumer Products Ltd.,info@godrejcp.com,Cash,0,New,"579 Example Rd, Mumbai, MH",sneha.reddy@email.com,8871327698,Processing,No,For external use only
CUST02270,Manish Jain,Fogg Body Spray 120ml,Personal Care,FOGG715579,2026-06-18,2024-06-28,2024-07-14,231,212.06,8.2,Vini Cosmetics,support@foggspray.com,Debit Card,0,New,"374 Example Rd, Chennai, TN",manish.jain@email.com,8423124378,Shipped,No,For external use only
CUST02271,Gaurav Mishra,Tata Salt 1kg,Grocery,TATA528938,2025-09-30,2024-10-05,2024-10-19,20,17.56,12.2,Tata Chemicals Ltd.,customercare@tatachemicals.com,Debit Card,0,New,"763 Example Rd, Ahmedabad, GJ",gaurav.mishra@email.com,8805540142,Shipped,No,Store in cool dry place
CUST02272,Rani Sen,Parachute Coconut Oil 500ml,Personal Care,PARA541378,2027-05-07,2025-05-17,2025-06-12,94,78.49,16.5,Marico Ltd.,marico@support.com,Net Banking,0,New,"389 Example Rd, Bhopal, MP",rani.sen@email.com,7624658715,Processing,No,For external use only
CUST02273,Gaurav Mishra,Dettol Handwash 200ml,Personal Care,DETT399643,2027-04-26,2025-05-06,2025-06-08,64,58.24,9.0,Reckitt Benckiser,contact@reckitt.com,Debit Card,0,New,"539 Example Rd, Noida, UP",gaurav.mishra@email.com,9536275465,Cancelled,No,For external use only
CUST02274,Nidhi Chawla,Bajaj LED Bulb 9W,Electronics,BAJA832164,2027-10-29,2024-11-13,2024-11-14,111,89.24,19.6,Bajaj Electricals Ltd.,sales@bajajelectricals.com,Debit Card,12,New,"650 Example Rd, Surat, GJ",nidhi.chawla@email.com,9672691891,Cancelled,No,Handle with care
CUST02275,Ananya Singh,Colgate Toothpaste 200g,Personal Care,COLG174554,2026-09-25,2024-10-05,2024-10-19,85,69.78,17.9,Colgate-Palmolive India,care@colpal.com,UPI,0,New,"674 Example Rd, Pune, MH",ananya.singh@email.com,7914390105,Delivered,Yes,For external use only
CUST02276,Rani Sen,Dettol Handwash 200ml,Personal Care,DETT975889,2026-12-12,2024-12-22,2025-01-29,70,55.58,20.6,Reckitt Benckiser,contact@reckitt.com,Wallet,0,New,"402 Example Rd, Kochi, KL",rani.sen@email.com,9115061790,Cancelled,No,For external use only
CUST02277,Kavita Nair,Dabur Honey 500g,Grocery,DABU985680,2026-11-13,2024-11-23,2025-01-07,195,176.87,9.3,Dabur India Ltd.,order@dabur.com,Cash,0,New,"570 Example Rd, Nagpur, MH",kavita.nair@email.com,8150503454,Processing,No,Store in cool dry place
CUST02278,Sunita Iyer,Britannia Marie Gold 250g,Grocery,BRIT548681,2026-03-14,2025-03-19,2025-04-16,37,30.3,18.1,Britannia Industries,care@britindia.com,Cash,0,New,"982 Example Rd, Mumbai, MH",sunita.iyer@email.com,7958220730,Delivered,Yes,Store in cool dry place
CUST02279,Manish Jain,Dabur Honey 500g,Grocery,DABU648453,2026-07-07,2024-07-17,2024-08-25,195,147.62,24.3,Dabur India Ltd.,order@dabur.com,Wallet,0,New,"381 Example Rd, Chennai, TN",manish.jain@email.com,8459164286,Shipped,No,Store in cool dry place
CUST02280,Gaurav Mishra,Fogg Body Spray 120ml,Personal Care,FOGG270653,2026-06-17,2024-06-27,2024-07-04,205,156.82,23.5,Vini Cosmetics,support@foggspray.com,UPI,0,New,"158 Example Rd, Bhopal, MP",gaurav.mishra@email.com,9097359615,Shipped,No,For external use only
CUST02281,Deepak Joshi,Fogg Body Spray 120ml,Personal Care,FOGG140779,2027-04-22,2025-05-02,2025-05-07,198,165.92,16.2,Vini Cosmetics,support@foggspray.com,Cash,0,New,"11 Example Rd, Ahmedabad, GJ",deepak.joshi@email.com,7036169119,Cancelled,No,For external use only
CUST02282,Sneha Reddy,Colgate Toothpaste 200g,Personal Care,COLG178571,2027-01-10,2025-01-20,2025-02-11,80,75.28,5.9,Colgate-Palmolive India,care@colpal.com,Wallet,0,New,"959 Example Rd, Kolkata, WB",sneha.reddy@email.com,7535017702,Cancelled,No,For external use only
CUST02283,Amitabh Das,Philips Trimmer QT4001,Electronics,PHIL529599,,2024-12-23,2025-01-13,1443,1334.78,7.5,Philips India Ltd.,contact@philips.co.in,Cash,24,New,"487 Example Rd, Hyderabad, TS",amitabh.das@email.com,8745836798,Shipped,No,Handle with care
